"index"	"image_path"	"hint"	"question"	"answer"	"category"
"103"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly representing temperature distribution from low to high: purple, blue, orange, yellow, white?"	"No"	"Temperature to Color Mapping Understanding"
"104"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint exactly the same as the RGB image viewpoint without any noticeable shift or zoom?"	"No"	"RGB-Thermal-Heatmap Alignment"
"105"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint slightly to the right of the RGB image viewpoint?"	"Yes"	"RGB-Thermal-Heatmap Alignment"
"106"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"In the thermal image, should the heatmap be shifted downward to correctly match the positions of black edges of the objects?"	"Yes"	"RGB-Thermal-Heatmap Alignment"
"107"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"In the thermal image, should the heatmap be zoomed out to correctly match the positions of black edges of the objects?"	"No"	"RGB-Thermal-Heatmap Alignment"
"108"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Are the electric meters in the thermal image showing a higher temperature at the top compared to the bottom?"	"Yes"	"Instance Thermal Attribute"
"109"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Among the bottom-left circuit breaker switches, are those that are down showing a higher temperature compared to other switches?"	"Yes"	"Instance Thermal Attribute"
"110"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. In the bottom side of the thermal image, are the three old porcelain fuses showing a uniform temperature distribution across their surfaces?"	"Yes"	"Instance Thermal Attribute"
"111"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Is the area above the white panel showing any noticeable temperature variation?"	"No"	"Instance Thermal Attribute"
"112"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Are the electric meters showing a higher temperature compared to the circuit breakers in the thermal image?"	"Yes"	"Relative Thermal Attribute"
"113"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Are the old porcelain fuses showing a hotter temperature than the electric meters?"	"No"	"Relative Thermal Attribute"
"114"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Are the electric meters at the top displaying a cooler temperature compared to the electric meters at the center?"	"No"	"Relative Thermal Attribute"
"115"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Is the area above the white panel showing a higher temperature than the circuit breakers?"	"Yes"	"Relative Thermal Attribute"
"116"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Are the electric meters the hottest areas in this scene?"	"Yes"	"Warmest Areas Detection"
"117"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Are the old porcelain fuses the hottest areas in this scene?"	"No"	"Warmest Areas Detection"
"118"	"['Data/Source 1/Basement Fuse/rgb.jpg', 'Data/Source 1/Basement Fuse/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in thermal image should be shifted slightly downward to align with the edges of the objects. Are the circuit breakers the hottest areas in this scene?"	"No"	"Warmest Areas Detection"
